0	36
0	145
1	632
2	289
3	266
3	759
4	145
4	437
4	756
5	240
5	714
8	438
8	691
9	225
10	237
12	129
14	167
14	501
14	522
14	603
16	92
16	141
16	736
18	220
18	577
19	84
19	763
21	104
21	514
22	324
23	401
23	471
24	263
24	570
24	632
24	666
25	308
25	784
26	195
26	279
26	318
27	754
28	531
28	625
28	669
29	792
30	393
31	88
31	432
34	232
34	248
36	657
38	337
39	263
39	594
40	120
40	702
41	535
44	231
46	131
46	552
46	668
47	416
49	530
52	87
53	496
55	46
55	167
55	203
55	249
57	236
57	544
58	281
59	33
60	40
60	76
60	264
60	643
63	783
64	86
65	635
67	285
67	461
69	137
69	796
70	405
70	475
70	499
70	692
70	773
72	141
72	150
72	199
72	212
73	659
74	544
74	580
74	681
75	262
76	498
76	702
77	134
77	609
78	314
78	347
78	429
79	90
79	316
80	93
80	318
81	638
82	161
82	517
83	760
84	198
84	421
85	566
85	677
86	74
86	587
86	794
87	80
87	382
88	115
88	655
89	713
91	378
91	798
92	517
93	213
95	549
96	148
96	514
96	692
98	325
98	476
100	188
100	640
100	750
101	196
101	404
101	726
102	82
104	678
105	152
105	266
105	423
106	200
107	661
109	106
111	100
112	661
113	43
113	392
113	660
114	376
114	736
115	720
116	285
116	780
117	646
118	135
118	163
119	350
120	629
122	485
123	108
123	291
124	672
125	194
126	493
126	726
127	184
127	273
127	281
127	349
128	191
128	317
129	378
129	610
129	619
129	710
130	145
130	171
130	414
130	605
130	683
131	131
131	140
131	145
132	331
132	728
133	45
133	151
133	470
134	249
135	19
135	61
135	203
135	350
135	784
136	346
136	563
136	731
137	372
137	379
137	620
137	776
138	269
139	367
139	473
141	208
141	421
142	231
142	395
142	697
143	101
143	133
143	541
144	210
144	462
145	508
145	699
146	500
146	687
149	294
150	48
151	318
152	472
152	605
153	20
153	434
156	327
157	58
157	64
157	439
158	49
158	670
159	66
159	683
161	590
162	216
162	513
165	412
166	162
167	668
168	246
168	356
168	486
169	331
170	279
170	748
170	757
171	12
171	245
171	577
172	484
173	488
174	135
175	103
179	89
180	706
181	519
182	64
182	235
183	7
183	153
184	430
185	433
186	6
186	681
187	616
188	174
188	393
188	707
188	730
189	55
189	603
190	418
190	600
192	14
192	485
193	273
193	460
195	621
196	591
197	440
197	771
199	421
199	687
200	57
201	6
201	495
202	222
202	496
203	71
203	206
203	755
204	133
204	557
205	533
205	728
207	213
207	445
207	703
208	199
208	544
209	294
209	635
210	55
210	118
210	188
210	237
210	292
211	61
213	767
214	321
214	536
214	583
214	730
215	401
215	610
217	465
219	145
219	497
220	631
221	8
221	362
224	337
225	208
225	702
226	104
226	685
227	373
227	592
228	98
228	101
229	104
229	680
230	97
231	249
232	767
233	228
233	765
234	162
234	483
235	200
235	491
235	676
236	99
236	180
236	631
236	731
237	476
237	580
237	679
237	798
238	617
239	404
241	138
241	447
242	727
243	33
245	243
245	474
246	186
246	408
248	480
249	43
249	170
249	390
249	792
250	292
252	548
252	799
253	503
254	1
254	482
255	550
258	16
259	138
259	253
259	454
260	164
260	631
261	174
261	178
261	442
261	496
262	64
262	712
263	480
263	691
264	206
264	759
265	75
265	166
265	236
265	349
266	366
266	717
267	196
268	91
268	283
268	356
268	561
268	730
270	231
270	445
270	545
271	481
272	239
272	296
272	379
272	385
273	215
273	494
274	173
274	337
274	457
275	677
276	632
276	672
277	180
278	17
278	437
278	574
279	143
282	288
283	549
283	580
284	15
284	372
286	593
286	784
287	25
287	633
288	14
290	58
290	127
290	188
290	370
291	631
292	518
292	565
292	738
294	277
295	727
297	702
298	435
300	58
301	641
302	97
306	36
306	548
306	599
307	71
308	92
308	125
308	393
308	660
309	66
309	190
309	316
309	770
310	390
311	76
311	526
312	25
312	404
312	486
313	519
314	16
314	125
315	469
316	461
316	560
320	89
320	766
321	98
321	102
321	451
321	642
322	611
322	789
323	472
323	603
324	537
325	110
325	252
325	589
326	57
326	259
326	467
329	166
329	175
329	769
330	138
332	296
332	369
333	159
333	182
334	408
336	57
336	299
336	304
336	346
337	435
337	560
339	556
340	88
340	108
340	229
341	277
341	415
341	594
342	474
343	217
343	229
343	537
344	52
344	707
346	581
347	779
349	216
349	262
349	478
351	763
353	341
353	591
353	695
354	222
354	223
356	406
356	666
356	715
358	652
359	9
359	18
360	364
360	478
360	492
361	422
362	178
363	103
363	622
363	757
364	78
364	102
364	255
364	510
364	755
365	532
365	672
366	22
367	311
367	364
368	26
368	332
369	187
370	141
374	94
374	686
375	33
376	336
378	323
378	517
378	661
378	764
379	44
379	358
379	799
380	35
380	38
380	172
383	298
383	659
384	51
384	588
385	52
385	94
386	76
386	255
389	592
390	76
390	549
391	177
392	512
393	26
393	218
393	273
398	642
399	198
399	446
400	104
400	237
400	682
401	120
402	305
402	342
403	155
403	295
403	553
404	43
404	651
405	604
406	159
408	65
408	218
408	775
409	4
409	46
409	620
409	799
410	69
411	207
411	715
412	27
412	605
413	340
413	408
413	721
414	380
414	406
414	478
415	68
415	583
416	167
417	237
417	297
417	717
418	355
420	516
421	96
421	191
421	473
422	605
422	665
423	749
424	443
425	108
425	660
425	664
425	667
425	722
425	748
426	777
428	169
428	566
429	13
430	75
430	337
430	719
431	480
431	609
433	399
434	539
435	246
435	466
435	624
435	781
436	550
437	520
437	726
438	224
438	259
439	379
439	421
440	216
440	365
440	728
441	318
441	366
441	778
442	256
443	752
444	797
445	644
447	143
447	350
447	500
447	663
448	313
449	375
449	403
450	165
450	492
450	525
450	583
451	347
452	502
453	70
453	287
453	465
454	318
454	563
454	743
455	539
455	729
456	370
456	637
456	726
457	238
458	584
458	668
460	365
460	608
461	503
462	427
463	796
465	359
465	499
465	676
466	768
467	544
467	790
471	33
471	313
472	593
472	700
473	146
474	413
475	24
475	241
476	532
478	242
478	623
479	181
479	665
480	24
480	487
482	178
483	498
483	605
483	642
484	25
484	160
484	166
484	503
485	200
485	329
485	386
486	392
487	166
487	224
487	771
488	791
490	297
490	330
490	623
492	102
492	767
493	349
493	660
495	4
497	779
498	228
500	217
500	777
501	407
501	705
502	136
503	588
504	306
504	440
504	616
505	349
505	710
506	218
506	650
506	676
506	759
507	78
507	608
507	776
508	556
509	460
509	482
509	541
509	732
511	258
512	275
513	174
514	609
514	650
514	763
515	58
516	273
516	644
517	85
517	370
517	425
519	586
520	40
520	65
521	660
521	662
522	114
522	342
522	784
523	21
523	652
524	276
525	83
525	117
526	360
526	469
528	664
530	505
531	42
531	196
531	544
532	103
533	236
533	378
534	2
534	121
534	186
534	401
535	173
538	109
538	439
538	570
539	16
539	585
539	631
540	414
541	196
541	556
541	625
541	740
542	753
543	507
544	587
545	257
545	717
546	402
546	753
548	49
549	137
549	245
551	596
553	371
553	425
553	753
555	111
555	362
557	500
559	96
559	326
559	711
560	79
560	117
560	627
560	737
561	48
561	366
562	21
562	325
562	734
563	240
563	245
564	16
564	644
565	19
565	312
566	71
566	315
566	676
568	132
568	200
569	19
570	194
571	746
571	797
572	426
572	479
573	312
573	417
573	634
574	140
574	247
575	35
577	108
577	611
578	105
580	419
582	132
582	357
582	589
583	159
583	286
583	416
583	532
584	357
586	446
587	507
587	723
588	272
588	675
589	150
590	526
591	219
591	536
592	472
594	642
594	692
596	72
598	578
598	590
599	116
599	448
600	452
600	540
601	723
602	251
603	296
603	705
604	260
605	22
605	100
605	632
605	729
606	537
606	570
608	15
609	553
610	44
610	675
612	176
612	622
613	249
613	430
614	451
615	450
616	167
616	302
616	415
618	43
618	44
618	657
619	186
619	433
619	483
622	30
623	426
624	568
625	130
625	569
626	40
626	528
627	266
627	316
628	330
628	524
629	611
630	75
630	210
631	1
631	168
631	435
632	8
633	85
633	191
633	467
633	484
633	713
633	724
634	23
636	298
638	438
638	532
640	512
641	341
641	777
642	39
642	331
642	451
643	619
643	761
644	132
644	619
645	662
646	43
646	452
647	180
647	564
648	649
650	280
651	144
652	638
653	300
653	485
654	216
654	280
654	663
655	197
655	208
656	792
657	419
657	760
660	24
662	418
663	263
664	20
665	389
665	391
665	434
665	542
666	640
667	156
667	191
667	394
668	138
668	362
668	481
669	221
670	136
670	763
673	483
673	594
675	320
675	686
676	616
677	381
678	50
679	721
681	11
681	564
681	589
682	250
682	280
682	560
682	572
682	604
683	100
683	208
684	258
684	289
685	171
685	638
685	706
686	143
686	188
686	199
687	325
687	347
688	127
688	130
688	685
690	614
690	687
690	791
691	266
691	615
694	384
694	398
694	514
694	751
695	329
695	665
696	285
697	47
698	74
698	214
699	146
700	81
700	714
701	300
701	536
701	716
702	198
705	262
705	606
706	304
706	411
706	542
707	514
708	182
708	426
709	392
712	543
713	589
714	31
714	333
714	768
716	24
716	269
716	270
716	602
717	102
718	194
724	566
725	443
726	210
726	417
727	80
728	61
728	539
729	584
730	22
730	125
730	159
730	524
732	313
732	588
733	26
733	49
733	107
733	613
734	74
734	89
734	514
735	322
736	624
737	541
738	27
738	375
738	653
739	718
739	730
740	432
742	34
742	54
742	233
743	109
744	708
746	110
746	230
746	380
746	523
746	733
749	401
749	767
750	645
750	735
751	51
751	738
752	175
752	242
752	692
754	155
754	373
757	145
758	697
761	283
765	84
765	197
766	519
768	437
769	147
769	520
770	262
771	149
772	18
772	83
772	173
774	793
775	207
775	276
775	601
776	162
777	569
778	757
779	404
780	214
782	128
783	269
784	225
784	359
784	707
785	105
786	140
786	580
787	415
787	629
788	323
788	525
789	263
789	620
790	188
791	80
791	325
791	455
791	558
791	657
792	426
793	97
793	496
793	667
796	411
796	660
797	48
797	93
797	419
797	633
797	733
799	45
799	165
799	480
-----------
0	36
0	145
1	632
2	289
3	266
3	759
4	145
4	437
4	756
5	516
5	714
8	87
8	285
9	225
10	237
12	129
14	167
14	501
14	522
14	603
16	92
16	141
16	736
18	186
18	577
19	84
19	485
21	104
21	514
22	796
23	200
23	471
24	263
24	570
24	632
24	666
25	308
25	584
26	195
26	279
26	318
27	370
28	531
28	625
28	669
29	245
30	393
31	55
31	366
34	18
34	248
36	657
38	337
39	108
39	295
40	120
40	702
41	535
44	231
46	131
46	552
46	668
47	146
49	530
52	438
53	736
55	46
55	47
55	167
55	249
57	236
57	544
58	281
59	33
60	40
60	76
60	264
60	643
63	783
64	86
65	635
67	285
67	461
69	137
69	796
70	405
70	499
70	686
70	692
70	773
72	141
72	199
72	212
72	408
73	659
74	544
74	580
74	681
75	262
76	498
76	702
77	134
77	609
78	331
78	429
78	446
79	90
79	316
80	93
80	318
81	638
82	517
82	591
83	760
84	726
84	730
85	566
85	677
86	74
86	587
86	794
87	80
87	728
88	443
88	655
89	713
91	378
91	798
92	517
93	615
95	549
96	128
96	148
96	514
98	325
98	476
100	188
100	313
100	750
101	196
101	488
101	726
102	82
104	678
105	152
105	231
105	423
106	108
107	661
109	106
111	100
112	661
113	43
113	392
113	660
114	376
114	496
115	720
116	596
116	780
117	646
118	135
118	163
119	558
120	629
122	58
123	108
123	291
124	14
125	194
126	493
126	726
127	184
127	281
127	298
127	349
128	173
128	191
129	378
129	610
129	619
129	710
130	145
130	171
130	273
130	414
130	605
131	131
131	140
131	145
132	18
132	347
133	151
133	238
133	470
134	249
135	19
135	61
135	350
135	743
135	784
136	247
136	346
136	563
137	71
137	372
137	620
137	776
138	269
139	367
139	485
141	208
141	421
142	266
142	395
142	697
143	101
143	451
143	541
144	210
144	462
145	508
145	699
146	500
146	687
149	294
150	48
151	480
152	472
152	605
153	20
153	434
156	327
157	58
157	64
157	439
158	49
158	608
159	66
159	683
161	590
162	143
162	242
165	412
166	162
167	668
168	246
168	356
168	486
169	104
170	279
170	748
170	757
171	245
171	589
171	641
172	484
173	404
174	330
175	103
179	89
180	706
181	519
182	64
182	298
183	7
183	153
184	430
185	445
186	6
186	681
187	616
188	174
188	393
188	421
188	707
189	55
189	603
190	418
190	600
192	485
192	672
193	57
193	273
195	621
196	591
197	440
197	771
199	421
199	687
200	57
201	6
201	784
202	243
202	496
203	71
